name,review,reviewer_stats,ratings_given,review_like,language,neg,neu,pos,compound,sentiment
Ashley Jacobson,"I feel accomplished! I’m glad me, rough read places. I don’t agree Hobbs many things, logic sound, efforts helped movement toward individual freedom choice allows us liberties today. That’s worth celebrating.","474 reviews
26 followers",Rating 4 out of 5,None,en,0.082,0.693,0.225,0.961,positive
Ron,"An important text much Hobbes' conclusions, I find questionable, methodolgy, accordance concurrent primacy Christianity commonly accepted authority bible, one first attempts introduce early scientific principles discourse good governance justification leadership. Hobbes simply state monarch divine right rule subjects, attempts analyse logic mechanisms kings enjoy rights dangers threaten society rights disputed. He say everything right monarchy, simply might even worse without monarch moderate human weaknesses volatility. He introduce radically new ideas, echo contemporary political reality, simply tries extrapolate implications political claims taken extreme conclusion. Unfortunately, bit long-winded, mass biblical references longer taken matter course language dated. As easiest accessible text. Nevertheless, essential text European intellectual history.","242 reviews
17 followers",Rating 4 out of 5,None,en,0.245,0.64,0.116,-0.9287,negative
Peter,"A classic work political theory, defence idea sovereignty something absolute. Leviathan time, mid-seventeenth century modern idea sovereign state system coming (The Westphalian System). One ought remember sovereign need necessarily king, dictator body ultimate political power. Most modern republics also sovereign sense. My initial reaction book recoil Hobbes' pessimistic view mankind 'state nature'. However, although I believe state nature entirely artificial hypothetical construct, examination much empirical evidence human behaviour would support Hobbes' observation (e.g. Somalia today). I think Hobbes arguments compelling treating competing claims authority made sovereign believe authority directly God create theocracy. Hobbes rightly (in opinion) concludes rights sovereign trump individuals would impose religion apocalyptic civil society.","31 reviews
1 follower",Rating 5 out of 5,None,en,0.106,0.719,0.176,0.7425,positive
Jill,"I really learned lot I came section Kingdome Christianity, ideas facts Hobbes correlated I never considered I appreciated insights. However. His views life live ideal commonwealth ought look like infuriating. He supports absolute monarch citizens completely giving power life king. Anyone want join group naturally still ungoverned therefore war everyone belong commonwealth kill repurcussions. Those Christians must understand King even power pope authority perform ordinances, like Solomon did. And King happens wicked, well, remember God said submit masters, good little people wait patience next king rolls in. The I read book, I appreciate founding US nation beginning I loathe centralized power body one fallible being.",238 reviews,Rating 3 out of 5,None,en,0.199,0.618,0.184,-0.4382,negative
JP,"Hobbe's work completely titled ""The Matter, Form, Power Commonwealth Ecclesiastical Civil."" There lot depth work weak attempt meant reinforce reading within mind actually convey entire meaning Hobbe's great work. Hobbes among first series thinkers contemplate meaning life, politics, religion, humanity order put logical context. He perfect job building small parts argument combining make completely powerful major point. The natural role sovereign, obedience sovereign, endorsement God principal points Hobbes argument. Later thinkers Locke Rouseau later allowed citizenry break contract sovereign Hobbes allow way. Much Hobbe's logic also based scientific discoveries taking place time. As part debunking philosophies, mentions assertion Aristotle things emit ""visible species,"" known untrue.","1,118 reviews
34 followers",Rating 4 out of 5,None,en,0.0,0.975,0.025,0.4215,positive
David Harris,"A lot negative reviews work seem forget written 1651! I gave middle road rating issues I logic, particularly implication sovereign seemed obligation subjects, case subjects would obligation sovereign soon self-interests better served obeying sovereign. The typical hypocritical Christian logic I pretty much ignored given date writing, I like tearing apart Catholic Church using scripture. Regardless, monumental work time. Key points: The reduced liberty result obeyance all-powerful sovereign (common-wealth) preferable civil war, dog-eat-dog conclusion man himself. Divine rule supposedly proven scripture. Right civil rule spiritual rule (especially Pope). All interesting political/historical/philosophical tract worth effort subjects rock boat.",49 reviews,Rating 3 out of 5,None,en,0.096,0.749,0.155,0.6964,positive
Joshua,"The inclusion variants text Hobbes' Latin version Leviathan, version intended scholarly educated audience, tremendously helpful situating work within broader context English political religious thought. Edwin Curley's notes bring much needed attention much neglected second half Leviathan -""Of Christian Common-wealth"" ""Of Kingdom Darknesse."" Curley's introductory essay also provides great deal insight effect English civil war Hobbes' thought temperament. Finally work includes, end, expository dialogue Nicene Creed. In dialogue Hobbes comes closest actually ridiculing Christian orthodoxy, rather leveling critique scholasticism. Even here, however, hard know whether Hobbes' overblown fawning established authority satirical earnest. The chief fault edition adorned Hobbes' wonderful frontispiece, profound disturbing political commentary.","34 reviews
5 followers",Rating 5 out of 5,None,en,0.094,0.666,0.24,0.9231,positive
Jeff Gabriel,"A important piece history, obviously one offer critique content, overall enjoyment high clear threads civic government still contemplate today. We choosing kings popes, I think still struggle level control responsibility sovereign (person group) hold exercised. Even within American democracy experiment still can't quite figure religious views leaders interact governance. Or perhaps election year I say people exact idea, together agree. Several major topics also interesting historical context - rejection pope's power, apology sovereign king's power, question land laws would ever work, perhaps famously tendency man's natural state proper role commonwealth helping provide peace safety.","202 reviews
2 followers",Rating 4 out of 5,None,en,0.039,0.703,0.258,0.9736,positive
Esiasch,"If fact ""Leviathan"" foundational text serious study history political philosophy, book would better collecting dust neglected shelf. That say impressive well thought work rather dated. There practical applications information one obtain inside pages far hold little actual value save obvious historical purposes. More superficially, language simply impossible understand times without putting lot effort translation modern English deserves. One feels almost ashamed figured meant by: ""For let space never little, greater part, must first moved that"". Worth reading Philosophical background material (seeing forest trees that).",3 reviews,Rating 3 out of 5,1 comment,en,0.079,0.657,0.264,0.9689,positive
Deborah Markus,"The good news is, Hobbes writes beautifully. The bad news is, I hate reading classical philosophy philosopher says something I disagree with, I want argue I can't he's dead. In case, Hobbes defended idea agree pay ransom someone kidnapped you, morally obligated follow even manage escape. After all, argues, getting value money: get live. Oh, *please*. But I started almost quarter way through, I *have* finish. Hope tick much again. --July 7: Three-quarters way through. Sheesh. --August 1: Done! Done, I say! And lovely quote: ""Though I reverence men Ancient time, either written Truth perspicuously, set us better way find selves; yet Antiquity I think nothing due: For reverence Age, Present Oldest.""","Author 
4 books
552 followers",Rating 3 out of 5,None,en,0.038,0.837,0.125,0.675,positive
Benjamin Gaiser,"This book belongs foundations modern philosophical political thinking arguing must read people interested. Yet, I rated two books mistakes, Hobbes did, hindsight reveal genuine problem argumentation done him: arguing perpetual leviathan served many mighty people prayer status quo restricted people yoke wer suffering from; disobedience contemporary politics allowed also recommended genuine democracy lives contrasts ruling opposing parties rule plurality; Hobbes went far enough denounce Catholic Church ""cui bono"" fails predict strengthening secularism rationalising individual, albeit acknowledges allow long put people civil war.","18 reviews
2 followers",Rating 2 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Steph,"I trapped belly Leviathan two whole months, guys, purely book completion OCD. I highly recommend Wikipedia entry paragraph high school history textbook talks Hobbes's rather bleak theory men perpetual state war ruled all-powerful sovereign actual book hundreds hundreds pages theme. If must go text, read parts 1 2, pretty worthwhile relatively (in hindsight) concise. The second half book devoted argument Pope subject civil sovereigns, i.e. King Obama give abortion coupons anyone wants. Hobbes spends straight hundred pages refuting Cardinal, like one book time. He takes pride using nothing REASON SCRIPTURE form arguments, good uh, drip, I right?","Author 
13 books
557 followers",Rating 3 out of 5,None,en,0.014,0.586,0.4,0.9833,positive
Jeremy Morgan,"I come realize Hobbs schizophrenic. He disregards imagination degradation memory, ""other"" religions folklore false...then says God makes fairies, ghosts, mythical creatures, enough worry about. He tells god almighty sovereign, saying supreme sovereign unjust, uses Job example this. He says true profit produce miracles never tell worship new strange deity, says false profits also produce miracles, never covers Moses produced miracles told people worship strange ways customs. I understand political science teachers never delve much deeper book cover statement without government, lives would miserable, brutal, short. I wish Hobbs would solid reasoning, let preferences get way.",75 reviews,Rating 2 out of 5,None,en,0.151,0.584,0.265,0.8095,positive
Teresa R.,"El Leviatán es un libro muy moderno para su época en el sentido en que, pesar de defender el absolutismo, proclama que la soberanía del gobernante procede únicamente de Dios -como se venía defendiendo hasta la época- sino también de un pacto entre el soberano los súbditos, por el cuál estos se comprometen renunciar su libertad obedecer al rey, cambio de que éste asegure la paz seguridad de sus súbditos. El Leviatán -es decir, el Estado- es, pues, un cuerpo artificial, un sumatorio de todos los súbditos de un territorio concreto. El libro estaba resultando muy interesante hasta que llegué la tercera parte, ""De un Estado cristiano"". A partir de ahí Hobbes se centra demasiado en hablar de pasajes de las Sagradas Escrituras y... Bueno, era algo que interesase realmente, así que debo confesar que desde ahí hasta el final, exceptuando algunos párrafos capítulos concretos, mi lectura del libro ha sido bastante superficial.","112 reviews
56 followers",Rating 3 out of 5,None,es,0.256,0.655,0.089,-0.9337,negative
Kristina Brown,"Not easy read certainly interesting ideas. I think several groups people who'd well read principles here. Such lawyers. Hobbes recognises people naturally self-interested also rational enough realise there's strength numbers, Leviathan about. The later section Common-Wealth focused entirely religion. Not religious raised christian, I found instructive irrelevant. While interesting note utter belief exercised seventeenth century men, I cannot relate today. It worth remembering Hobbes wrote specific purpose. At times, refuting Bellarmine's arguments, becomes abundantly clear. Also, summary highlights point - ""we may justly pronounce authors spirituall darknesse, Pope, Roman clergy"". Hobbes man Church England facing civil war.","683 reviews
6 followers",Rating 3 out of 5,None,en,0.0,0.53,0.47,0.9081,positive
Brian,"A great foundational political philosophy text. Hobbes touches humans starting point government: monarchy vs. aristocracy vs. democracy (he sure loves absolute monarchy), liberty, crime punishment (the reason punishment deterrence). He takes religious issues, though abridged edition. He constantly decries superstition believing people claim special knowledge God, goes books Bible describing none likely written Babylonian captivity. Nonetheless, nominally supports Christianity. As edition, sticks original language spelling Hobbes. The religious sections abbreviated; I'm certain I would wanted read omitted chapters. The essays back hit-or-miss.",112 reviews,Rating 4 out of 5,None,en,0.0,0.791,0.209,0.9275,positive
Anu Harchu,"I appointed presentation Thomas Hobbes, funny thing I read freaking 700-page book less week. But still I ended really enjoying it; plus presentation went well, I think… The whole work consists 4 books different matters: - Book One: Of Men - Book Two: Of Commonwealth - Book Three: Of Christian Commonwealth - Book Four: Of Kingdom Darkness All books really interestingly detailed , chapters concentrated single matter, anyone would thrilled illustrate Philosophy class Politics class Thomas Hobbes, living 30-year-war 1618 1648, first hand experience. Recommended anyone … well anyone college soon.","Author 
12 books
620 followers",Rating 5 out of 5,None,en,0.02,0.935,0.045,0.1779,positive
Akeyla Pratt,"This book VERY long and, lie, extremely difficult get through. But Hobbes' credit, I learned lot reading it. Hobbes clearly outlines importance defining EVERYTHING argument, habit I've learned essential want people clever semantics twist everything say. He also pioneered concept State Nature, continues relevant idea even literature philosophy nowadays. I'm constantly finding references texts I read class, fun, etc. And even though I completely disagree it, Hobbes' view politics State interesting discuss well. All all, I think essential know text scholarly/ academic type... useful know even not.","107 reviews
1 follower",Rating 3 out of 5,None,en,0.129,0.697,0.174,0.5574,positive
Sarah,"""Leviathan"" English-language giant political philosophy. I found Hobbes's take creation social responsibility sovereigns subjects far interesting detail Christian Commonwealth, though inextricably intertwined (and context created work). The contemporary reader looks text within new context--with milieu American backdrop highly (often completely) critical leadership, recognize equivalent ""sovereign"" power one individual. I related Hobbes's ideas responsibilities accept, rights surrender, subscribe citizenship. This debate tug-of-war waged almost daily contemporary American political landscape.","251 reviews
4 followers",Rating 3 out of 5,None,en,0.0,0.625,0.375,0.9821,positive
Eetu Kirsi,"Parasta Leviathanissa Hobbesin pedantin järjestelmällinen tyyli perustella omia näkökantojaan, joiden varsinaisesta sisällöstä ei nykypäivänä voi kaikilta osiltaan olla täysin samaa mieltä. Kirja jakaantuu mielestäni kolmeen merkittävään osaan. Ensimmäisessä osassa Hobbes määrittelee valtioon tai Leviataniin liittyvät termit. Toisessa osassa hän kuvaa maallisen valtion hallintaa ja johtamista sekä joitain erityispiirteitä sivistyneen valtion oikeudenkäytännössä. Kolmannessa osassa kristityn teologian, erityisesti raamatun, sisältöä rinnastetaan maallisen valtion johtamiseen ja vallanjakoon Teoksessa keskustellaan vallan etiikasta, oikeudenmukaisuudesta sekä luonnonoikeuden ja lainsäädännön suhteesta ihmisiä ohjaavina voimina.","143 reviews
3 followers",Rating 4 out of 5,None,fi,0.0,1.0,0.0,0.0,neutral
Ryō Nagafuji,"I agree many Hobbes' views proposals comes civilisation like, I firmly believe great philosophical text read expand one's horizons area. I believe language hard, get first chapters lists lots terms defines convolutedly, gets interesting. The interwoven Christian ideology absolutely fascinating anyone know well, I much, though I use primary source explain it; interesting interpretation it. But yes, definitely good read: long, satisfying interesting throughout!","60 reviews
11 followers",Rating 4 out of 5,None,en,0.082,0.688,0.23,0.8805,positive
Abdul Rahman S. Magba-Kamara,"I learned Hobbes view human nature negative oblique say least, lack better word. Hobbes prescription cure man social maladies also pose problem me. I accept need strong government powers governance people Locke suggests Treatise Government, monarch Hobbes proposed. The reasons given Hobbes enter kind social contract problematic especially terms creating society deemed morally ethically reality meant guise protect wealthy poor.",3 reviews,Rating 5 out of 5,None,en,0.041,0.824,0.135,0.5719,positive
Charissa,"Not I disagree Hobbes' conclusions, I find assumptions (his arguments based entirely Christian perspective) essentially worthless. The value tract served ""know thy enemy"". This classic example mental circus tricks used justify march Christian dominance across globe. I can't think written text I despise more, except perhaps Mein Kempf. Hobbes least favorite philosopher. He embodies everything I despise Western thought. If I met Hobbes street I would flash tits slap face call pervert.","Author 
2 books
101 followers",Rating 1 out of 5,"160 likes
83 comments",en,0.155,0.476,0.369,0.9611,positive
Chip,The Wise Men Six Friends World They MadeThe Wise Men Six Friends World They MadeMiddlesexThe Girl Dragon Tattoo,"3 reviews
2 followers",Rating 5 out of 5,None,en,0.025,0.805,0.17,0.7964,positive
Catherine,"I'm glad read - glad spent time exploring nuances social contract is, was, could be. However Hobbes little like first-year student who, told he/she properly define his/her terms paper takes exercise furthest extreme qualifies everything definition Webster's. Was really necessary define human smells things taste things order persuade reader absolute monarchy perhaps end governmental systems? To Hobbes, yes; me, no, no, no, dear God, no.",354 reviews,Rating 3 out of 5,None,en,0.068,0.758,0.174,0.5947,positive
Tim Patrick,"An important yet unusual book contains content essential frivolous, insightful laughably inaccurate. The first section book discusses nature human body using ideas would lead multiple class-action medical lawsuits. But eventually text gets main purpose: defining Leviathan, is, commonwealth citizens use collective rights authorize sovereign act control behalf. Hobbes' work one foundations America's founders crafted form government. The third section book defines specifically Christian implementation commonwealth.","Author 
28 books
2 followers",Rating 4 out of 5,None,en,0.178,0.565,0.258,0.6886,positive
David,"This part Penguin's Great Ideas series last one I needed read. I admit, big Penguin fan, without introduction, context history ""ideas"". I enjoyed Hobbes say one first liberal thinkers constant reinforcement Soveriegn Ruler, fit modern world. Plus religious belief runs throughout theory one needs historical context understand point view. Most classsics I read ""Ideas"" I open books missing collection I sadly disappointed selection lack context.","1,342 reviews",Rating 3 out of 5,None,en,0.045,0.832,0.122,0.6011,positive
Xon,"An epic tome political philosophy--at least that's I heard said book enlightened intellectuals. I read ago, here, I reread give fair review. Nonetheless, enlightened intellectuals posit: great work political philosophy. A lot western cultures today, politically, culturally, philosophically, comes Hobbe's erudite treatise. This Sunday afternoon relaxing read. One get involved work keep master craftsman literary easel. Read, learn, marvel, ponder, and, yes, enjoy.",32 reviews,Rating 5 out of 5,None,en,0.223,0.713,0.064,-0.8883,negative
MOL,"Ne visą skaičiau, nes politikai tereikėjo dalies (135-347 puslapiai). Pradžioje skaitėsi įdomiai ir lengvai - parašyta labai geru stiliumi, bet ilgainiui pradėjau nesutikti su Hobbes'o idėjomis apie suvereno sudievinimą, jo absoliutų teisingumą ir apie draudimą protestuoti prieš aukščiausią valdžią, juo labiau ją nuversti ar bent jau pakeisti valdymo formą. Dar vienas trūkumas - tas Leviatano statymas, valstybės ypatumus paverčiant metaforomis apie žmogaus kūną - atrodė vaikiškai ir nerimtai. Visumoje visai nieko skaitalas, bet Hobbes'as tikrai toli gražu nėra tas autoritetas, kuriuo remčiausi.",85 reviews,Rating 3 out of 5,None,lt,0.0,0.699,0.301,0.9367,positive
Colin,"This one founding documents political philosophy, building complete system government according principles drawn (very slightly unorthodox) interpretation biblical teaching. As work pure intellectual endeavour, pretty impressive, although conclusions (rulers immune prosecution, governments right duty censor published works let people get ideas heads) would esactly line modern thinking. I found surprisingly easy follow massive stretches biblical exegesis heavy going used it!","1,274 reviews
32 followers",Rating 3 out of 5,None,en,0.051,0.759,0.19,0.8074,positive
Matt Golden,"Hobbes gives pessimistic, purely logical ideas human nature rational subjective individual revolutionary ideology liberalism. This leads Hobbes theorize fundamental rights humans compromise rights laws nature ultimately create social contract individuals create society. Under social contract society becomes governed sovereign (leviathan) made people, controlled crown civil religious institutions preserve authority within society prolong individual societal desire.","2 reviews
3 followers",Rating 5 out of 5,None,en,0.188,0.722,0.09,-0.6696,negative
Michal Paszkiewicz,"Even though book full confusion heresy I found disagreeing (other) thoughts, fascinating read. It gives good context turmoil anger 17th century Britain great understanding Church England could gain much support due political circumstances. Hobbes doubt great thinker, I thoroughly impressed clear concise development thoughts throughout book. I think always important read anyone interest philosophy, politics history.","340 reviews
6 followers",Rating 4 out of 5,None,en,0.0,0.915,0.085,0.4939,positive
Slava Gorbunov,"This book one fundamental texts Western society functions. There opinion Leviathan conservative, I think people express opinion read book. Though parts based scriptures putting main source truth bit outdated could challenged, essential part text interesting logical. It recommended everybody interested practical politics cosiety works read book, much changed since then.","33 reviews
1 follower",Rating 4 out of 5,None,en,0.16,0.647,0.193,0.2263,positive
Jeremy Egerer,"Profound, deeply challenging philosophy... reader gets section Christian Commonwealth, Hobbes's rampant misinterpretations obvious Biblical texts becomes intolerable. The first section man got one important works ever written English language; Hobbes manages somehow capture basic statements Nietzche's Beyond Good Evil, Kant's Grounding Metaphysics Morals, even Mises' Human Action within single paragraphs. Worth read, despite obnoxious imperfections!","156 reviews
6 followers",Rating 4 out of 5,None,en,0.0,0.765,0.235,0.8176,positive
Jodie Flandinette,"Where begin book? Hobbes man extreme detail piece certainly exemplifies idea. While presents interesting insight naturally destructive nature man, I find love absolute power monarchy political structure quite terrifying.. especially since acknowledges power strange things mind human being. Quite difficult read one truly rewarding, I certainly re-read book years come.","14 reviews
2 followers",Rating 4 out of 5,None,en,0.0,0.962,0.038,0.2003,positive
Gabe Hawkins,"The language text dated often challenging even multiple reads. But studying work intensely proven fruitful providing insight political philosophy science. If nothing else, anyone interested topic spend time reading chapter 13 Hobbes accurately describes human nature “anarchy,” establishes foundation social contract theory, importantly, dispels Locke’s “natural rights” philosophy long words written. Required reading interested politics political science.",44 reviews,Rating 5 out of 5,None,en,0.0,0.746,0.254,0.9062,positive
Anni Reeds,"I try hard measure work modern moral lens, since I strongly disagree many thoughts Hobbes expressed book. It went well point I read following passage: ""And world overchargd Inhabitants, last remedy Warre; provideth every man, Victory, Death."" (Chap. XXX Of Office Soveraign Representative) - quite dangerous (and therefore stupid) thought spread around, even 1651.",18 reviews,Rating 2 out of 5,None,en,0.0,0.851,0.149,0.6055,positive
Jill,"Really 2.5 stars. Well written, goodness, Hobbes much higher opinion I him. He smug atheism, course he'll spout religious terms left right get needs. There acerbic quality writing - also pompous attitude. I impressed far strategy wisdom. Also, I realized contemporaries Cromwell, interesting note.","1,784 reviews
42 followers",Rating 3 out of 5,None,en,0.125,0.793,0.082,-0.204,negative
James Henderson,"Hobbes uses lucid style develop systematic answer fundamental problems philosophy. Touching topics disparate science mind, politics, natural law, questions rational scholasticism middle ages. Much Plato ancient Greece Hobbes fell love Euclid's geometry. He also laid political philosophy calling strong ruler gave thoughts name Leviathan.","1,961 reviews
160 followers",Rating 3 out of 5,None,en,0.0,0.651,0.349,0.9629,positive
Shawn,"What pile garbage! It akin someone projectile vomiting every tidbit thought knowledge they’d accumulated entire life. To make matters worse, entire work appears fall logical fallacy contraposition, bases arguments held axioms religion therefore cares extrapolated foundation argument false.",119 reviews,Rating 1 out of 5,None,en,0.0,0.712,0.288,0.9413,positive
Ken Northington,"It serves purpose. I read another translation Leviathan I reference point. Leviathan originally Middle English reading little tedious. I prefer Hobbesian philosophy, that's I'm rating here. What I say: want better understanding government works, book one aspect philosophy must read. It's standard academia take philosophy major it...","20 reviews
6 followers",Rating 3 out of 5,None,en,0.0,0.971,0.029,0.3182,positive
Hershel Shipman,The first two parts interesting delves social contract theory. The third part bit boring ranting theology way indirectly proposing kings(aka chruch England) supreme christian authority( also know kissing bosses ass). The last part bashing religions philosophers old thing gets brownie points knows Aristotle full shit.,"231 reviews
24 followers",Rating 3 out of 5,None,en,0.17,0.729,0.101,-0.5233,negative
Laura,"What starts setting ""groundwork"" philosophy gradually develops complex discourse theology, religious political authority, importance language view world. Some dense dry, portions interesting. My favorite part Hobbes went books Bible examined author, purpose, time period written.","13 reviews
36 followers",Rating 3 out of 5,None,en,0.181,0.755,0.065,-0.6486,negative
Dave,". . . audiobook via audible.com . . . AN UNDENIABLE CLASSIC TREATISE ON GOVERNMENT! (read ch.1-ch.30; skip ch.31-ch.47) If one reads carefully, one hears basis many fundamental rights individuals governed body, basic obligations sovereign governed outlined North American colonies' Declaration Independence one hundred years later.",105 reviews,Rating 5 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Fairy Alonto,"Hobbes significant figure Political Science I appreciate gist politics idea - Leviathan - sounds cliche me. He could come better idea appears common sense now. Thanks Hobbes common sense. haha Nevertheless, still must-read people power. I would give 5 stars I political science major.",13 reviews,Rating 3 out of 5,None,en,0.194,0.806,0.0,-0.7906,negative
Alexi Parizeau,"Quite interesting, tedious times. Unless living rock, much Leviathan seem familiar, especially line (at end Chapter 31) Hobbes admits none likely work practice. But bunch philosophical speculation, impact western civilization profound, worth reading full know fuss about.","284 reviews
19 followers",Rating 3 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Titus,"There lot points I disagree work, I quite fascinated considering Christian 17th century belief mindset still prove church rationally manipulated teachings, ages, end dominant control people life one come. Belief personal, institutions dogmas man-made result consensus.",8 reviews,Rating 3 out of 5,None,en,0.077,0.756,0.166,0.5859,positive
Fay,"I quite enjoyed this, lover political science literature. This book outlines dictatorship Thomas Hobbes wanted live in, way would run. Surrendering individual rights freedoms leader, return safety protection society. Personally, living dictatorship ideal me, however foster changing perspective among things. Very interesting nonetheless.","367 reviews
11 followers",None,None,en,0.192,0.647,0.161,0.1779,positive
Austin Barrett,Impressive method ambition. Hobbes’ adopted Gallileo’s resolutive compositive method conditional premise proceeds logically formation new society. Though nascent philosopher opportunity cost reading voluminous book may high. I however apt imagine person richer understanding context history intellectual development would find Hobbes’ psychological biblical diversions satisfying.,2 reviews,Rating 3 out of 5,None,en,0.104,0.896,0.0,-0.5574,negative
Hiéroglyphe,"Il chez Hobbes une volonté d'être le plus précis possible qui est admirable et rend son ouvrage parfaitement compréhensible malgré la densité du sujet. Un classique de la théorie du contrat social. « Pour conclure, la lumière de l'esprit humain, ce sont des mots clairs, mais d'abord débarrassés des impuretés et purgés de toute ambiguïté, par d'exactes définitions. La raison est la marche, le développement de la science est le chemin, et l'avantage pour l'humanité est le but. »","226 reviews
1 follower",Rating 4 out of 5,None,fr,0.062,0.775,0.163,0.4393,positive
Crystal,"I find conjecture equivalent crap. His constant Christian perspective dry, unimaginative quite frankly annoying. I could agree understand many things attempted convey. I like book all. I felt though I reading Descartes chore get 500 + pages. What waste 2 weeks.",56 reviews,Rating 1 out of 5,None,en,0.04,0.68,0.28,0.8176,positive
Scott Olson,"""Solitary, poor, nasty, brutish, short"" - The Leviathan qualifies none above. In one essential readings western political philosophy, Hobbes examines practicalities human governance - monarchy, aristocracy, democracy, role, any, religion play.","22 reviews
1 follower",Rating 4 out of 5,None,en,0.0,0.709,0.291,0.8934,positive
Mario,"buenísimo libro sobre la justificación de el autoritarismo el absolutismo en la sociedad el gobierno...no va con la forma de gobernar de hoy en día en casi ningún país pero si lo analizas bien al final del dia todos caemos inconscientemente en la obediencia de ese absolutismo...algo así como...subconciously bend over, take ask more!",7 reviews,Rating 5 out of 5,None,es,0.197,0.623,0.179,-0.2382,negative
Jason,"When people talk zombie apocalypse, talk survival terms food shelter. What talk understand human nature motivates us do. If living fear TSHTF zombie apocalypse 2012 Mayan Doomsday, book required reading you.",12 reviews,Rating 5 out of 5,None,en,0.0,0.87,0.13,0.6249,positive
Lena Donan,"Vo svojej dobe prelomové dielo, dnes už ho za také považujú len filozofi. Ale odrazový mostík rozhodne bol, uznávam. Áno, tento človek je pôvodne dnes klišoidných viet ako ""Človek človeku vlkom""... tvorca myšlienky (v tej dobe ´kacírskej´), že náboženstvo sa má preniesť domov vymiznúť z verejnosti. Ach tie príčiny!","230 reviews
33 followers",Rating 4 out of 5,None,sk,0.12,0.545,0.336,0.836,positive
Marie,Heavy yet insightful. It's bit take in... If big academic language I'd recommend dictionary next chug away text. I'd say must read political theory lover. I still think theory even though I hated reading time I read 10 years ago. Definitely classic political theory genre.,12 reviews,Rating 4 out of 5,None,en,0.0,0.94,0.06,0.2732,positive
Ryan Lowe,"Eh, opening stuff great: civilization exist? protect us state nature. That alone makes Leviathan classic. Everything else becomes shakier shakier mostly Hobbes' opinion kings, England, Europe, yada yada. Read first chapters stop, kthanksbye","39 reviews
7 followers",Rating 3 out of 5,None,en,0.059,0.566,0.375,0.9246,positive
Laura Lis Scott,"“Life nasty, brutish, short.” And we’re supposed destiny set predecessors forged “leviathan” title, moral social contract find enmeshed in. This view seems define modern conservatism, justifying imperialist dictatorial thought enables fascistic behavior.","Author 
3 books
21 followers",Rating 3 out of 5,None,en,0.257,0.548,0.195,-0.4228,negative
Frank,"Not easy read, fundamental work English philosophy. Makes realise many thoughts take granted (human rights, social contract) one first times put paper. Surprisingly, also scathing indictment Catholic (or any) church-even surprising given time written.",4 reviews,Rating 4 out of 5,None,en,0.0,0.741,0.259,0.7454,positive
Sally,"Leviathan easy read, hard either. It's content theoretical philosophical. If interested politics ideologies, I recommend book. Before reading book, important consider time period place Thomas Hobbes, author lived in.",2 reviews,Rating 5 out of 5,None,en,0.0,0.574,0.426,0.9484,positive
saizine,"While I appreciate Hobbes' pseudo-mathematical approach setting political theory, makes dense reading. Edwin Curley's introduction nice addition, references original Latin. Would certainly recommend Hackett edition anyone looking delve social contract theories (alongside Locke). (Read university course.)","271 reviews
6 followers",Rating 3 out of 5,None,en,0.048,0.755,0.196,0.7096,positive
EAL,"I read chapters 13 - 15, Evil. Despite finding lot Hobbes's thoughts interesting well-laid out, I cannot agree conclusion. Also, mechanism people choose one king? The strongest?--but says strength men equal. How, undifferentiated mass ""savages,"" one supreme ruler emerge?","548 reviews
8 followers",Rating 3 out of 5,None,en,0.0,0.917,0.083,0.2263,positive
Ed Underfinger,"Lots beef this. More study politics, civic duties, history Christian church, simple read. This book provided quite insights mindset prevalent founders country started path towards Independence, showed huge leap progress Declaration, Constitution, related documents actually represent.",36 reviews,None,None,en,0.097,0.789,0.114,0.1226,positive
Rishabh Sinha,"I think work best read alongside summary work (as found online). Though reasoning logic used criticised, arguments well written (if get past old language help guide) important today’s political landscape. Definitely worth reading","54 reviews
1 follower",Rating 4 out of 5,None,en,0.131,0.528,0.342,0.8555,positive
Christopher Byram,"I discovered work Hobbes mentioned online philosophy course I enrolled on, offered University Edinburgh, entitled ""Introduction Philosophy"". I discovered ""Leviathan"" featured list ""Oxford World's Classics"" final couple pages James George Frazer's ""The Golden Bough"".",220 reviews,Rating 3 out of 5,None,en,0.258,0.588,0.154,-0.6369,negative
Stephen Wall,"What remarkable writer is, truly sublime. I put lot time effort honest pretty difficult. I actually think essential reading however could lot mixing good essays, podcasts videos. Much anachronistic relevant","31 reviews
1 follower",Rating 4 out of 5,None,en,0.241,0.547,0.212,-0.2023,negative
Brian,"The state nature; war All All; Life ""nasty, brutish, short"". An interesting read Political philosophy, anthropology major, definitely lot points.","56 reviews
5 followers",Rating 5 out of 5,None,en,0.0,0.773,0.227,0.6486,positive
Sam,"I think I would given fewer stars I required read discuss class...I necessarily agree conclusions, I liked discussion enough I can't totally disregard it.","143 reviews
4 followers",Rating 3 out of 5,None,en,0.056,0.444,0.5,0.9325,positive
Havilah,"I really love book. I've always loved political theory really love Hobbes view dictator govern. Interesting stuff. I read college, would read again. Hmmm...good idea.",29 reviews,Rating 5 out of 5,None,en,0.16,0.679,0.162,0.0129,neutral
