,username,review,star_rating,num_star_rating
119,Daniel Sanderson,treatise government fundamental philosophical text serve anyone interested history political discussion merits different forms government familiar work would prove useful variety political debates formation united states provides context many aspects american government outside political realm ethics gained renewed interest result modern advent virtue ethics however aspects aristotle philosophy continue object active academic study today,it was amazing,5
120,Artyom Grigoryan,ζῷον πoλιτικόνundoubtedly one important works ancient greek philosophy describes detail political state structure ancient greece aristotle goals find formula ideal system however nowadays narrative least seems aggressive war instead peace slavery sexism membership noble parties instead equality ruled without right make decisions today thoughts people least unfollow unfriend social networks however christ way thinking greatest philosophers,it was ok,2
121,Nicholas,shame aristotle original dialogues politics like works times incoherent times profound time however absurdly boring aristotle takes taxonomic approach political philosophy attempting categorize every permutation governmental system explain methods governance gets old quickly incomprehensible approach caution caffeine middle chunk also side note aristotle critiques plato republic laws terribly argued,it was ok,2
122,bookaholic,reading fun stuff since gotta study midterms let tell aristoteles super cancelled thinking poor people good enough important part state hello women great stop bashing acting like world would go something say accessible read honestly really got reading non fiction sparta progressive go criticised douch bag sooo 3 stars would still leaving give one star times blame much guess,liked it,3
123,Denis Kovalev,hard rate classic book one hand closely tied life perception era hand thoughtful clean contains ideas preserved centuries almost intact must read interested politics social order interactions citizens country discloses means citizen political systems exist aristotle master human nature analyses means happy people achieve group forming belonging country,it was amazing,5
124,Elizabeth Jennings,valuable careful thinking means citizen kinds regime best biggest takeaway good citizen virtuous person deviant regime good citizen actually bad person giving four stars presentation style dry really takes motivation reading group get fortunately excellent group read summer classics st john college,really liked it,4
125,Jayme,like book reviewers noted hard review classic much less foundational text appreciate project book much execution particularly edifying good half quite hard get favorite sections middle different government systems democracy vs oligarchy etc discussed learned something new could apply thinking nations today feel like wasted fair bit time get,it was ok,2
126,Justin,surprisingly relevant ancient account politics including importance constitutional authority influence money politics demagoguery education citizens insights include money influences politics closer oligarchy political rights proportionate wealth rather equality rights democracy aristotle asserts promote virtue deserve greatest share power make happen relies education citizens support individuals,it was amazing,5
127,Eli,sage fascinating contrast abstract idealistic impractical republic plato aristotle thinks politics feet firmly planted ground rooting government nature family agrees bible aristotle suggests several legitimate forms government work provided citizens virtuous leaders wise much learn wonder widely read since many simply political blunders would exposed avoided,really liked it,4
128,Amelia,seeing words turning pages count reading bc man saying 80 time b like two already described one mentioned yo feel weird reviewing classical texts extensively debated tbh one warranted bc found arguments pretty weak substantiated enough plato socrates republic read one critique socrates manner arguing really read nuanced literary perspective like republic approach generously either also like women slaves r stinky stupid taking stars petty bet shaking crying hell like noooo amelia goodreads gave 2 stars said book bad,it was ok,2
129,Jason,master slave hierarchy relationships benefit state city aristotle considered master formal logic shows weakness reasoning assuming greater rule lesser understand approach city state operation rule greek better barbarian system government fallacy however men flawed regards character,really liked it,4
130,Jim,reviewers express difficulty critiquing something like reviews classics said little authors books instead spoke ability lack thereof read understand thought author wanted convey take heart fellow readers reading understanding classics get easier keep trying rewards great,really liked it,4
131,Kristopher Driver,profound one suspend modern views words like slavery since think first anglo american slave trade model rather predominant roman model time example chillingly thought provoking even spite monumental shifts social organization collective norms evolved since way surplus medicine excesses reaped today via technology,it was amazing,5
132,Federico,classic must read western civilization literature aristotle shares concepts governance application politics societies refresh primary school teachings democracy governance also digging profoundly deeply framework categories criteria systems governance according aristotle pros cons using examples time,really liked it,4
133,Richard,views servitude slavery obviously antiquated immoral aristotle opinions marriage child bearing quaint kind silly views offer perspective time lived said principles drawn away comes civil society good form government key however citizenry live virtuous principles,liked it,3
134,Blake Hiatt,giving book 5 stars obvious founding fathers us conversant aristotle fact founders probably read original greek however book bit slog get found aristotles observations government astute found prescriptions society ordered tedious still recommend reading book,it was amazing,5
135,Dvdlynch,oxford world classics bang job edition politics text divided sections related chapters chapter provided brief paragraph summarizes contents said chapter introduction notes excellent job pointing different sections text overlap content reading aristotle probably get much easier,it was amazing,5
136,Eric Guzman,book read want understand people 2500 years ago thought analysis books aristotle wrote politics one appreciate political organization cities primitive state extent interesting contemporary books better explain theme,liked it,3
137,Daniel Nelms,else could said great book another one deserves second third deep read set aside obvious sexism understand nature discussion slavery nothing race nationality rather nature much learned challenged chapters various regimes helpful,really liked it,4
138,Malcolm Stewart,politics nerd probably pick book least try read say try took three years sporadic best forced worst reading finally get means politics easy read however much aristotle offer within fascinating incredibly useful anyone mind state,really liked it,4
139,Annie Jarman,pertinent clearly expressed thoughts concerning interactions humans importance involvement relation government citizens surprising revelations faults democracy clearly backed current trends u paradigm shifting book,really liked it,4
140,Ernest Sneed,librivox audiobook one first books political science evaluates various forms government critiques insights applicable 21st century book also ventures topics family planning education even abortion cultural elements elitism discrimination women foreigners slaves,really liked it,4
141,Shane,assertions book either seemed obvious common sense completely absurd build equitable society slavery sexism wow would interesting study aristotle critics plato debate influenced enlightenment thinkers book offers little modern readers,liked it,3
142,Katherine,read philosophy class less engaging harder get meaning plato work still interesting interesting typology regimes also contains aristotle defense natural slavery famous worth read politics pursuit good life,really liked it,4
143,Fred,finished reading yet slow get started reading aristotle mortimer adler heidegger others say difficult read book one politics difficult read aristotle style argument socratic flavor makes sense since plato student,NONE,NULL
144,Sarah,come ethics others pointed definitely read first interested work aristole lot read like ancient greek citizen randomly expositing free flowing version reddit essay day guess philosophy less,liked it,3
145,Phoebe ❗️,bad read think enjoyment marred fact read context writing essay based around however something would recommend unless course deep interest ancient politics personal preferences study happen lie theatre,it was ok,2
146,Syeollin,learn command well must first learn obey men clings life even middle misfortunes hoping find little sweetness political society exist sake noble actions love excess also hates excess world inferior always exist sake superior,it was amazing,5
147,Daniel Page,book 1 part reading plan 2500 years old much say said say portions controversial today standards would understatement definitely made think disagree straight forward reading comparison plato,really liked it,4
148,Tim Sarma,yeah alright interesting chapters contemplation rest dated prescriptive nature meaning holds less practical relevance really good consideration athenian philosophy western philosophy progressing overall say good classic text still holds several beneficial kernels philosophical theory,liked it,3
149,Tayylor,another one great deal used prefer aristotle form explanation certain subjects hindrance anything politics favourite subject true read philosophers make interesting reader aristotle unfortunately fails,NONE,NULL
150,Brian,really interesting especially parts near end talking tyrants methods much seemed eerily applicable modern politics guess changed much 2000 years,really liked it,4
151,Hussain,much nuanced plato republic aristotle understanding human psychology incredibly astute much owes countless historical examples presents reader required reading imo,it was amazing,5
152,Jacob,aristotle tends make want fall asleep unfortunate work integral many fields contemporary thought particular think writing factions political upheaval change important thinking possibility political change,it was ok,2
153,Santiago Soria,much political concepts today traced back book concepts distribution power government types government relation power obey way property distributed,liked it,3
154,Evan,aristotle genius approaches questions still face us today careful deliberation without pretention whether looking improve household management refine political ideology book mandatory read,it was amazing,5
155,Rifat Islam,antidemocratic forces someone living republic see merits republicanism endorses form govt advocates mix oligarchy democracy virtue still espoused leaders,really liked it,4
156,Mac,thing found fascinating book way plethora greek city states provide aristotle bunch real life experiments various political organizations classic reason well worth time even little difficult,really liked it,4
157,Eric Walter,seamlessly flows conclusions set forth ethics much wrestle simply interacting master logic comprehensive worldview work logically leads rhetoric,it was amazing,5
158,Jodi Tooke,rigorous examination f politics makes politicians much changed yet nothing changed instructive illuminating foundational understanding govern allow governed,it was amazing,5
159,That one who reads,book interesting one downfalls dry read really interesting points kept reading overall enjoying book much still trying find books philosophy interesting read miss,it was ok,2
160,Haythem Jbeli,one greatest books ever written politics nothing add sometimes understand urge aristotle shows criticizing teacher plato presenting let say similar solututions points criticized plato works,really liked it,4
161,Scott Corsi,interesting take early political philosophy author argues constitutional government paints somewhat hobbesian view govenrment fascinating read compare modern governments,it was amazing,5
162,Zine Smith,timelessi luckily read plato republic reading recommend book many ways aristotle response socrates currently applicable,really liked it,4
163,Mariah,bugs something monumental aristotle politics less four stars hate argue fight wrestle come conclusion wrong sure nobody right aristotle often wrong never discount,it was amazing,5
164,Christopher,book aristotle addresses many points plato raises republic even though book forms part must read series political texts extremely difficult read needs read small doses definitely return future,really liked it,4
165,Daniel Stepke,technical shines certain points like discussion citizens intersections ethics best regime best states parts city extremely disliked sexism dimunition people without reason,really liked it,4
166,Mariah,aristotle quite easily influential author ever read far favorite philosopher,it was amazing,5
167,Jess,well written book enjoyed reading,really liked it,4
168,Ardith,well written book enjoyed reading,really liked it,4
169,Mehmet Yorulmaz,complete crap disappointment,did not like it,1
170,Amy,read 1 2 book likely read half count victory getting put read shelf,it was ok,2
171,Mayur Shah,sure learned politics reading book book strongly reveals mindsets time,it was ok,2
172,Ryan,well way better thought going fascinating hear line thinking gillion years ago 2 300 years ago,really liked it,4
173,Sophie,uh yeah well someone happy republic someone maybe take chill pill stick nichomachean ethics,it was ok,2
174,Hollis Jack,great political science book one could actually comprehend short tenure politician science student,liked it,3
175,Andrew,good aristotle fan quote lot keep mind books older language older language,really liked it,4
176,Ariel Bollant,arguably good ne,it was amazing,5
177,Markos Markowsky,wrote two millenia still laughing loud reading newest revealing publications psychology economics tribalism management sociology,it was amazing,5
178,Brian Chun,book read gain,it was amazing,5
179,Sean Kelso,seminal foundation political science,it was amazing,5
180,Aron Kerpel-Fronius,great book clearly dated ideas sloppy arguments times thoughts timeless highly relevant observations excellent style argumentation,it was amazing,5
181,Dave Benner,one greatest philosophical treatises ever,it was amazing,5
182,lassiter,2 5 aristotle biiitter honestly,liked it,3
183,Janet Diaz Marcelin,reading please consider book written 2000 years ago different times different society really good book give chance,really liked it,4
184,Maribel,good guess favorite though,really liked it,4
185,Jack,decent classic work classic author read mostly say interesting read regardless bit tedious time,liked it,3
186,Jung Edda,basically prince possibly worse,really liked it,4
187,Wasem,apart chapter warrior casts units whole book applicable modern state mind society politics wonderful analysis child education different stages life,it was amazing,5
188,Khalil,exited,NONE,NULL
189,Rai,clear thoughtful rebuttal republic politics cool mythological story end lost 2 stars,liked it,3
190,Vicky,subtle treatise times aristotle living maybe valid applicable today book give hint life ancient world,liked it,3
191,Rifat Islam,interesting part natural vs unnatural slavery aristotle sanctions natural slavery believe slaves time considered,it was amazing,5
192,David,words cannot adequately describe work author simply say amazing 334 bc able lay precepts applicable present day,it was amazing,5
193,Linda,good ethics tbh,really liked it,4
194,Jordyn Smith,realize book important classic worthy detailed analysis dry read perhaps different translation would better suited,it was ok,2
195,ABDUL AHAS,politics,liked it,3
196,itsyaboisanti,8 10 better republic miles lot ideas tell influenced great philosophers line,really liked it,4
197,James Treweeke,classic aristotle,liked it,3
198,Brayden Dunstone,loved kicked general aristotelian journey undergo kinda boring book 3 kicked book 4 commentaries democracies virtues rather interesting,it was amazing,5
199,Samanta,better plato republic sure like criticising plato like aristotle explains ideas interesting book,really liked it,4
200,Zezo Sherif,see interested political theory return book man political animal,it was amazing,5
201,Janice Feng,truly boring,NONE,NULL
202,Ehsan Khan,give awarness politics,really liked it,4
203,Clara Troltenier ,read introduction political thought,it was amazing,5
204,Tobias Weiss,one greatest literary work time fascinating written 2400 year ago,NONE,NULL
205,Audioiter,nightmare read,NONE,NULL
206,Grace,book excerpts iii,NONE,NULL
207,Cameron,boooooring,it was ok,2
208,Robert,better understanding politics,it was amazing,5
209,Zack Hodges,great read,it was amazing,5
210,Plato,fuck aristotle like aritotle douche bitch ass mother fucker comprehend multiple existences,did not like it,1
211,Gabriel Bethune,took ages,NONE,NULL
212,Yair Atlas,would probably given five stars support slavery,really liked it,4
213,K. A.,thus rose delivion,it was amazing,5
214,lauryn,school,it was ok,2
215,Prince Lenard,want discover,it was amazing,5
216,Jack Lonergan,love aristotle probably favorite old greek school,it was amazing,5
217,Hugo Smith,found easier read republic also conventional,really liked it,4
218,vicky,horrible,NONE,NULL
219,Randy,really good book,it was amazing,5
220,Martina,well written book enjoyed reading,really liked it,4
221,Arch,well written book enjoyed reading,really liked it,4
222,Keon,well written book enjoyed reading,really liked it,4
223,Sarina,well written book enjoyed reading,really liked it,4
224,Colin,well written book enjoyed reading,really liked it,4
225,Forrest,well written book enjoyed reading,really liked it,4
226,Marlin,well written book enjoyed reading,really liked it,4
227,Ethel,well written book enjoyed reading,really liked it,4
228,Frederic,well written book enjoyed reading,really liked it,4
229,Rainier Moreno-Lacalle,timeless,it was amazing,5
230,Jacob,yes actually read reason,NONE,NULL
231,Ro M,say clearer read understand plato somewhat interesting still fan,liked it,3
232,Andy Bintoro,interesting government rather politics classic writing,really liked it,4
233,Marcel Schwarz,timeless classic still important topics days,really liked it,4
234,Keldorn Sahin,aristotle maybe son medic good analysing dissecting,it was amazing,5
235,Benjamin,classic reading ancient constitutions govts insightful still relevant,it was amazing,5
236,Elvira Gadzhieva,read found similarities heads state past hundred years amazing recommend,it was amazing,5
237,Christine,read poli sci class,it was ok,2
238,Elizabeth Loea,,did not like it,1
239,Adi,decide finish aristotle actually managed less coherent logical plato impressive believe,did not like it,1
240,Sally,wonderful discover ancient questions explorations push mind think harder amazing feel fresh relevant today excellent read,it was amazing,5
241,Nadiya Bilous,big,it was amazing,5
242,Kenny,read book understand theory constitutions interesting interesting theory natural slave natural free man,really liked it,4
243,David,nice go back read sources,it was amazing,5
244,Joshua,hate degree,NONE,NULL
245,Ali Modami,one greatest literary works time ideas helped shaping one important chapters book,it was amazing,5
246,Elnora,well written book enjoyed reading,really liked it,4
247,Candido,well written book enjoyed reading,really liked it,4
248,Cristal,well written book enjoyed reading,really liked it,4
249,Antwon,well written book enjoyed reading,really liked it,4
250,Ahmed Mourad,stop thinking aristotle man thought people born naturaly slave women rights,it was ok,2
251,Michael Rabara,much realistic view politics government aside long winded verbiage boils diagram six points best worst starting monarchy aristocracy republic perversion absolutes today world governments collection good bad virtue justice corruption power aristotle naturalized athenian alexander great teacher shames plato socrates idealized form utopian greece human nature always leads self centered goals,really liked it,4
252,Mina,succinct point many examples comparisons day athens spartans also referred lacedemonians carthage interesting descriptive quality aristotle analysis creative element philosophy lacking inasmuch take ruler ruled duality fairly go compared similar works direct style conclusions incisive refreshing voluteering read free librivox audiobook edition many thanks ontheroad doug wetzel lucy burgoyne laura caldwell jennifer sibella denton anna simon leon mire robert scott,it was amazing,5
253,Edmond,plato aristotle philosophy aristotle clarifies questions good life virtue happiness aristotle good life coach gives best advice live good life virtue happiness vice misery stay true nature,it was amazing,5
254,Mapapa,book great,it was amazing,5
255,hailey song$,happy learn aristotle points made refute plato idealistic view frankly bit weak found questioning often points agreed others becoming red flag advocates seemingly realistic city idea rich staying power keeping master slave relation alive ideal solution uhm truly ever sense democracy words,liked it,3
256,M. Ashraf,dense piece politics fascinating book written long ago read republic plato comparison two reasonable first republic much comparing government rather building perfect model talked briefly forms government around intense classifying talking form separately comparing finally trying figure best form great point favorite republic politics view socrates women slaves marriage labor class beside politics favorite every aspect reasonable visionary stated facts historical incident around give much direct view best form government republic came first lots remarking republic usual critic rather attack point thought flaw two plato aristotle geniuses going read law ethics continue socrates dialogues points liked man nature political animal constitution organization offices state determines governing body end community laws confounded principles constitution rules according magistrates administer state proceed offenders demagogues make decrees people override laws referring things popular assembly therefore grow great people things hands hold hands votes people ready listen complaint bring magistrates say let people judges people happy accept invitation authority every office undermined democracy fairly open objection constitution laws authority constitution law ought supreme magistracies judge particulars considered constitution happy life life according virtue lived without impediment virtue mean life mean mean attainable every one must best best political community formed citizens middle class states likely well administered middle class large stronger possible classes rate either singly addition middle class turns scale prevents either extremes dominant think virtue found party principles push matters extremes consider disproportion destroys state every man responsible others one allowed pleases absolute freedom allowed nothing restrain evil inherent every man principle responsibility secures greatest good states right persons rule prevented wrong people due evident best kind democracy,really liked it,4
257,Danny Hunt,mean lived 3 000 years ago let cut slavery construct formed mankind nature women dumb lol etc musings slack look book arguments structure various types government pretty great read,it was amazing,5
258,Nowe Ruckte,aristotle makes many strong statements politics supposed based democracy country interesting thought provoking,it was amazing,5
259,Blake Moore,need read every new stage life good still relevant book full life analysis jam packed quote quote life wisdom dense yet playfully witty fun aristotle,it was amazing,5
260,Misha,interesting ideas mind numbingly boring times,it was ok,2
261,Nghĩa Nguyễn,book awsome make feel better wise meditation relax suprised 2000 tears still valuable research world politic,it was amazing,5
262,E.C.,shocking revelation aristotle politics stands near perfect mirror modern society political discourse aristotle first addresses definitions various forms governments tyrannies oligarchies democracies etc lays possible intentions purposes government describes suitability specific city states existence 300s bc way balances theory reality acknowledges imperfections forms government relation creators enforcers leaders royalty masses great deal politics refers civic duty final chapters delve citizenry education altogether surprising final pages devoted entirely music kind music citizen learn listen instruments studied bold music etc note politics likely incomplete work perhaps aristotle intended round discourse appropriate ending power music although found refreshing ripe opportunity infer deeper meaning would deceptively easy dismiss politics obsolete based purely treatment women slaves essentially property serve purpose purpose hardly representative modern individualist values reading past bigotry amazing constant revelation treatise civilization continues ask questions turn answers make mistakes grow incredibly slowly arena politics global fundamentally different today thousands years ago question aristotle politics answers best form government government citizenry live given america constant assertion democracy best book stokes debate suggesting democracy may best us based self defined values necessarily best everyone using aristotle unemotional unbiased definitions clear america actually democracy therefore advocating system government countries cannot uphold anyone desire understand america current turmoil without emotional rhetoric muddying water enjoy book written elegant simplicity accessible widest spectrum readers,it was amazing,5
263,Laura,studied class college found ideas presented deeply troubling especially considered name aristotle thrown kind father modern thought touchstone modern embodiment democracy found strange consider idea women slave men lesser beings intellectual man idealised text way presented us points consider hold context debate found asking question woman case point note lecturer also woman kind made think wonder people hold views society also made think way people looked upon lesser x z type education manual labour handed least able refuse necessarily least intelligent kind suggested power imbalance danger taking perspective seriously identifying strongly gender similar background suppose enlightening book read way made ask ways even realise suppose difficult part seeing logic arguments unhappy conclusion came almost felt complicit worldview listening part class rather outright rejection notions looking see message behind could infer modern age took class single module depth knowledge political texts compare could readily see biases inherent form reasoning business world specialisation guess make evaluate perspective terms turning away proposing rather towards felt collective mindful individuals make dictatorship default scope limited freedom within lines overall anticipated,did not like it,1
264,Brian Schiebout,politics aristotle translated english benjamin jowett ancient book political science aristotle truly believed politics science could understood way anatomy physics wrote book help people create better stable state starts explaining way household like miniature state explaining rules must put place regarding women children slaves seen less fully functional beings dealing begins description different types states divides six main primary forms first three would describe proper states monarchy aristocracy constitutional government describes three corrupted forms tyranny oligarchy democracy monarchy one person best state rules law sake citizens government though often corrupted tyranny one person strength holds equals betters benefit aristocracy people average join together wisely run state might prosper often though degrades oligarchy power hands use power try maintain position constitutional government people willingly submit wise laws put together help state democracy corrupted form poor lesser people hold power better people ostracized explaining different states goes show form government transformed revolution another wise leadership group encourage stability state government overthrown final section book details description perfect state children educated overall good book formative field study,really liked it,4
265,Graham Cammock,aristotle politics masterpiece starts talking city polis compound parts elements consisting household village city city political association sharing end goal city good life leisure time engage politics people attain good life order people attain people menial degrading tasks slaves mechanics manual labourers describes household management consists master slave husband wife father children relationships correspond rulers city relate subjects aristotle discusses constitutions length various political offices city organised constitutions grouped two corresponding groups right perverted kingship aristocracy constitutional government tyranny oligarchy democracy although oligarchy democracy classified perverted constitutions constitutions aristotle spends book talking discusses various constitutions destroyed factional fighting best preserved aristotle explores every possibility combination order suspect avoid criticism leaves stone unturned goes describe children educated city privately reading writing drawing gymnastics music last chapter devoted music education work deep technical amazing advanced greek philosophers 4th century bc compared much earlier biblical writers israel analysis politics city polis universal example analogy workings modern state one really gains confidence statecraft politics even applied large modern states translators notes also imperative highly recommend book anyone,it was amazing,5
266,Oscar Despard,aristotle politics fascinating read part book discusses different ways states may constructed arguments form constitution presented defects reasoning used justify displayed reader aristotle ideas coming different era different thought provoking calling democracy deviated constitution unthinkable today possibility worth exploring one instance intriguing ideas raised book aristotle view democracy may situation people control demagogue allowed rule decree rich tantamount tyranny demagogue able control popular opinion seems hugely relevant populist wave sweeping political world moment politics written single volume compiled several sets aristotle notes therefore somewhat disjointed places however thanks way presented remarkably easy read brief introductions chapter sum main points reader even begins allows pleasant experience even like prior knowledge greek history political theory book perfect book particular devoted largely muddled justifications slavery misogyny however whole book gives insight many different aspects political issues discuss today underlining importance private property ownership dangers inherent democracy impossible recommend absorbing thought provoking interesting well worth read,it was amazing,5
267,Bob Nichols,aristotle politics continuation central theme ethics man distinctive feature rationality rational guidance generally mean behavioral expression virtuous behavior resulting supreme good happiness state role support development maintenance virtuous individual includes rule capable ruling slaves aristotle places great stock rationality created ideal man seems dominated much western philosophy rational control passions important rather ability rationality control moderate according mean emotions passions need question task move beyond development rational man toward designing government moral system deal darker reality human history guide durant must entertained aristole notes passing common source injustice insult insult along anger revenge fear contempt hatred ancient pre rational forms behavior lie beneath pervade civility drive behavior often beyond reach rational control minimizing influences among ruling elements society book weakspot aristotle regard natural slavery bit much claim superiority hellenic civilization compared europe china depart hellenic mean caution look aristole source universal truth said vast collection organization things related government times impressive,liked it,3
268,Manda,nomadic sa chick book reviewsummarywhat motivates man collection aristotle works examines heart political science examines different forms government determine might best society society create happiness harmony citizens though published long time ago still standard political science program reviewthere whole lot say book collection aristotle writings political science well known seen light day long time pieces read previously masters program couple years ago good quality stuff still holds true today mostly think important always look back learn lot bit dry mainly due writing style time written little boring many exciting engaging though could inner poli sci nerd rearing little head recommend want learn something politics pseudo history curious aristotle works gripping page turner informational rankings based 10 point scale quality writing 8pace 5plot development 5characters 5enjoyability 6insightfulness 7ease reading 6photos illustrations n aoverall score 3 5 stars,liked it,3
269,Mohammad Ali Abedi,master master slave part slave slave master nothing else problem today western world directly linked ancient philosophy sure might proud real beauty love life spirituality terms religion terms something important aristotle thesis politics cold emotionless frankly boring also unchanged mentality today western method politics saying aristotle influenced politics greatly honest see aristotle unique voice time basically voice time people aristotle seems basically talking politics fun time support extension much changed since proposes make inquiry necessary concerning government best ought first determine manner living eligible remains uncertain also equally uncertain government best provided unexpected accidents interfere highly probable enjoy best government live happily according circumstances ought therefore first know manner life desirable afterwards whether life man citizen different,it was ok,2
270,Reece,boring often incoherent learning theme aristotle works trudge equally meandering nicomachean ethics serves better historically gauge political theory antiquity political structure antiquity actually translate relevant ideas modern reader defenses patriarchal structure slavery like foundational arguments lied book also leads ne position eudaimonia achieved respect achieving political city state problematic aristotle arguments nicomachean ethics wind around countless presumptions contradictions pretensions means foundation politics already sucks leaves entering reader cynical critically read ethics dogma irritating end boot also care much discourse surrounding original texts lecture notes vs actual books etc reviewing take context context necessarily dictate quality frustrating boring ridiculous least read another aristotle book much closer great conversation philosophy whatever pretensious university cuck might call recommend passing shitshow lot greater books read better ways spend time,it was ok,2
271,Toby,politics face sequel nichomachean ethics least final chapter latter work sets politics ethical outworking aristotle philosophy politics neat work ethics tailing slightly unsatisfactorily discussion place music education spending rather long examining different kinds ancient greek constitution even rightly sits along plato republic cornerstone western political thinking reading made wonder aristotle would make twenty first century british politics broadly british political life fits idea democratic oligarchic mix people vote governing class effectively making laws think would appalled idea referendum probably rightly given poor quality debate eu would disturbed growing inequality society felt pulled societies apart comments education seem rather point discussing place art education appreciation beauty commercial advantage notes constantly asking use unbecoming great soul megalopsuchos unworthy free men may government take note,liked it,3
272,Hershel Shipman,well fundamental political philosophy book aristotle equivalently wrong several accounts many others find agreeing things found wrong people slavie others women unequal men idea greeks superior everyone around utter fascination monarchies however comments best possible scenario state middle class larger either upper lower spot comments varied liberal education important good citizen applies today view music one foundational parts person education one agree totality also fact good citizen good person little probably reread book devour philosophy history ancient greek literature also aristotle avoided amount writings science failed horrible thought though experiment generial ideas along ptolemy caused many hurdles advancement knowledge leave rant another books,really liked it,4
273,Al Maki,reading struck talking world ultimate authorities life faces saw regularly perhaps daily might even market forces movements experts people knew spoke strange find strange yet national election three days ago find assumption completely foreign people know one actually spoke candidate busy important things governing world made sense think purpose government create venue people act personally lead good life government otherwise would perverse unfortunately find applicable world find style found succinct convincing much catalogue logic could good times often relied unstated assumptions world long gone,NONE,NULL
274,Reem,completely lovely book studied first course political theory imagine much would enjoyable hard study course never understand purpose author reading one time problem old texts read many times professor explains slowly becomes enjoyable tells lot things aristotle even plato guys really obsessed making similarities medicine political science good maybe yes maybe talking medicine gives feeling dilemma social sciences like natural sciences actually reason behaviorism eruption said social sciences must follow fellow natural sciences tricky thing since classical political sciences stand behaviorists know many stars give book maybe time tell surely enjoyed second time second times make difference,NONE,NULL
275,Phillip,read excerpts text pursuant dissertation amazing relevant interesting political philosophy 4th century bce modern ways thinking understanding world democratically one main things take running polis body politic much tied property ownership aristotle philosophy would like characterized democracy precisely liberty ruled property course today representative democracy united states citizens united functional oligarchy money contribute campaigns win elections chosen representatives aristotle probably democracy would better served currently elected offices elected vote chosen lot ancient athens would eliminate influence money politics,really liked it,4
276,Ci,book 1 8 2016 according recommendation wisemen great books series read book one setting following first two books plato republic aristotle politics clean fresh brisk directness platonic dialogues good well staying conversations long may overwhelm one attention patience conclusion modern infant cried naturally apologies aristotle developed thoughts politics starting point good honorable life view politics government indispensable human achieve life household management persons property aristotle laid structural framework divisions labor master slave male female art war property wealth getting money exchange commerce considered good may shock modern sensibility however one must remember aristotelian thoughts among deep roots human society,really liked it,4
277,Jenna,would say authoritative lasting textbook political history explaination annul revolution causes corruption different states means preserving vividly stated aristotle would gives idea governments failure happened also provides analysis political states existed 384 322 bc moral perspective well states morally politically aristotle words said bounds riches fixed man thy gifted arts instrument art whatsoever infinite either number magnitude riches number instruments domestic civil economy therefore evident acquisition cetain things according nature part domestic civil economy reason,it was amazing,5
278,Julia,apologize wrote earlier republic republic great realize great plato read aristotle discovered vastly prefer plato writing style like even negative vociferous would since finishing politics find terribly engaging enough wrote second sosc paper republic instead politics read aquinas style worst also spent lot time unintentionally viewing world ideas espoused republic thought little said politics sign something suppose obviously best parts politics aristotle fights stuff read republic also add liked politics excerpts nicomachean ethics read voluntary struggle dead white men continues,NONE,NULL
279,Nicko,little bit hard work given lack consistent flow arguments book found first part book systems government constitutions circumlocutory circular argument beauty aristotle like wisdom written 2000 odd years ago applicability today human nature change aspects surprising others arguments men marrying women 20 years junior piss funny cite aristotle choose leave wife younger model aristotle thesis teach child education gold could straight curriculum debates wars today interesting find aristotle writes forms government bad democracy worst expression often quoted churchill albeit original expression know,really liked it,4
280,Maria,politics state democracy aristotle words much like plato republic sure haunt forever keen democrat yes small citizen democratic country truly interesting see roots democracy philosophical fathers thought lincoln words government people people people sound well aristotle sure sound well interesting however essence city state greek life involved around even philosophical fathers silence slavery may attributed slavery rice later centuries write thorough review politics would take much time probably took book seriously read almost person would study roots tree understand grows,really liked it,4
281,Zo ,tried read got half got stuff read plato beforehand largely still felt like repetitive ethnography different political systems period scattered interesting philosophical propositions e man political animal interspersed found productive interesting reading stanford entry text likely combination turgid style lack understanding think read aristotle check nicomachean ethics metaphysics since purely philosophy stanford entry convinced coming greater understanding aristotle lots philosophical utility also tell number ongoing interesting hermeneutical debates think need either take aristotle class read secondary literature get much,liked it,3
282,Philip,many readers dislike pre christian tendencies work regarding subjects like slavery women must admitted product era product era little part influenced christian notions fundamental human equality yet great distinction eras aristotle offers us remarkable discussion enduring issues populism aristocracy rule versus rule found number insights dated impressively relevant circumstance today aristotle saw issues democracy oligarchy much clearer perhaps fog current two party system fail understand common sense influenced founding nation many years ago,liked it,3
283,Mike,flew book way faster one expect 1 000 page book good thing case reason felt like reading circles started breeze parts seemed simply restate things saying pages even chapters prior add repetitive tone fact centered around 2 500 year old sociopolitical philosophy mean shame knew getting perhaps critical book maybe got dense book sense topic bearing life sure aristotle retain reputation great thinker without stamp approval right rate give big guy star review,NONE,NULL
284,Mohamed Abdelghany,politics political science book concentrates political history behavior greeks aristotle time nonetheless offer clear view aristotle opinions views way book written confusing keeps repeating ideas also promises explanations never fulfills introduction editor suggests might draft aristotle never finished ideas within book outdated flawed aristotle opinions women slavery social structure offensive modern standards however book offers good view ancient greeks used think politically interesting historical point view philosophical point view,liked it,3
285,Eric Camarillo,always rather disturbed whenever ancient text shows relevancy today suppose mark great work thoughtful writer definitely case politics helpful book understanding societal organization ancient world well foundation modern one aristotle claimed man political animal still case today though wonder animal man,it was amazing,5
