,Unnamed: 0,0,0.1,0.2
149,29,Tayylor,"Another one that doesn't do a great deal for me. I used to prefer Aristotle's form of explanation, but with certain subjects, it is more of a hindrance than anything. Politics is not my favourite subject, true, but I've read philosophers who can make it very interesting for the reader. Aristotle unfortunately fails to do this for me here.
...more
",NONE
150,0,Brian,"Really interesting. Especially the parts near the end talking about tyrants and their methods. So much that seemed eerily applicable to modern politics. I guess we haven't changed that much in 2000+ years.
...more
",really liked it
151,1,Hussain,"Much more nuanced than Plato's Republic. Aristotle's understanding of human psychology is incredibly astute, and much of it owes to the countless historical examples he presents to the reader. Should be required reading IMO. 
...more
",it was amazing
152,2,Jacob,"Aristotle tends to make me want to fall asleep. This is unfortunate, because the work he does is integral to so many fields of contemporary thought. In particular, I think that his writing on factions and political upheaval/change is important to my thinking on the possibility of political change. ",it was ok
153,3,Santiago Soria,"Much of the political concepts today can be traced back to this book. Concepts such as the distribution of power in the government, types of government, the relation between those in power and those who obey, and the way property should be distributed. ",liked it
154,4,Evan,"Aristotle is a genius. He approaches questions that still face us today with careful deliberation and without pretention.Whether you're looking to improve household management or refine political ideology, this book is a mandatory read.
...more
",it was amazing
155,5,Rifat Islam,"he's antidemocratic which forces someone living in a republic to see the merits of republicanism, not that he endorses that form of govt. he advocates for a mix of oligarchy and democracy where virtue is still espoused by leaders
...more
",really liked it
156,6,Mac,"The thing that I found so fascinating about this book was the way that the plethora of Greek city states provide Aristotle with a bunch of real life experiments with various political organizations. It's a classic for a reason, well worth your time even if it is a little difficult. 
...more
",really liked it
157,7,Eric Walter,Seamlessly flows out of conclusions set forth in Ethics. There is much to wrestle with here simply because you are interacting with a master of logic and a comprehensive worldview. This work logically leads to Rhetoric.,it was amazing
158,8,Jodi Tooke,"Rigorous examination f politics and what makes politicians. So much has changed yet nothing has changed. Instructive, illuminating and foundational to understanding how and why we govern and allow ourselves to be governed.",it was amazing
159,9,That one who reads,"this book is interesting but one of the downfalls it's so so dry to read. it has some really interesting points that kept me reading but overall I was not enjoying this book that much. still trying to find books on philosophy that are interesting to read but this is a miss
...more
",it was ok
160,10,Haythem Jbeli,"One of the greatest books ever written in politics... Nothing to add, but sometimes I don't understand the urge Aristotle shows in criticizing his teacher Plato, while presenting the same or let's say similar solututions to the points he criticized in Plato's works
...more
",really liked it
161,11,Scott Corsi,An interesting take on early political philosophy in which the author argues for constitutional government. Paints a somewhat Hobbesian view of govenrment. Fascinating read to compare to more modern governments!,it was amazing
162,12,Zine Smith,"TimelessI luckily read Plato's The Republic before reading this and I recommend that too. This book in many ways is Aristotle's response to Socrates. Some of this is very currently applicable.
...more
",really liked it
163,13,Mariah,"It bugs me when something as monumental as Aristotle's Politics has less than four stars. How do you hate this? Argue with it, fight with it, wrestle with it, come to the conclusion that he's all wrong, sure. Nobody's all right and Aristotle is often wrong. But never discount it.
...more
",it was amazing
164,14,Christopher,"This book by Aristotle addresses many of the points Plato raises in his Republic. Even though this book forms part of the must-read series of political texts, it is extremely difficult to read. Needs to be read in small doses, will definitely return to it in the future. ",really liked it
165,15,Daniel Stepke,"very technical, but shines in certain points, like the discussion of citizens, the intersections with ethics, and the best regime and best states for the parts of the city. i extremely disliked the sexism and dimunition of some people as without reason.",really liked it
166,16,Mariah,"Aristotle is quite easily the most influential ""author"" I've ever read from. By far my most favorite philosopher. 
...more
",it was amazing
167,17,Jess,A well written book. Enjoyed reading it.,really liked it
168,18,Ardith,A well written book. Enjoyed reading it.,really liked it
169,19,Mehmet Yorulmaz,Complete crap. Such a disappointment...,did not like it
170,20,Amy,"I've read 1/2 of this book (and likely won't read the other half) which I count as a victory so it's getting put on the read shelf!
...more
",it was ok
171,21,Mayur Shah,"Not sure if I learned more about politics by reading book, but book strongly reveals mindsets of the time.",it was ok
172,22,Ryan,"Well that was way better than I thought it was going to be! It is fascinating to hear his line of thinking from a gillion years ago (2,300 years ago)!",really liked it
173,23,Sophie,"Uh... yeah. Well. Someone is not very happy about The Republic, and that someone should maybe take a chill pill. I’ll stick to Nichomachean Ethics. ",it was ok
174,24,Hollis Jack,Great political science book. The only one that I could actually comprehend during my SHORT tenure as a politician science student. ,liked it
175,25,Andrew,"It was good, I am a Aristotle fan. I quote him a lot. Keep in mind his books are older so his language is older language. ",really liked it
176,26,Ariel Bollant,"Arguably, just as good as his NE",it was amazing
177,27,Markos Markowsky,"Wrote more then two millenia, and I'm still laughing out loud when reading ""newest"" and ""revealing"" publications about psychology, economics, tribalism, management, or sociology :)
...more
",it was amazing
178,28,Brian Chun,A book you can read over and over a-gain. ,it was amazing
179,29,Sean Kelso,Seminal foundation of political science,it was amazing
180,0,Aron Kerpel-Fronius,"Great book - clearly some dated ideas and sloppy arguments at times, but most of the thoughts are timeless, with highly relevant observations and an excellent style of argumentation.",it was amazing
181,1,Dave Benner,One of the greatest philosophical treatises ever.,it was amazing
182,2,lassiter,"2.5 because Aristotle is just biiitter, honestly",liked it
183,3,Janet Diaz Marcelin,"Before reading please consider that this book was written 2000 a years ago (different times, different society) It's a really good book, give it a chance. 
...more
",really liked it
184,4,Maribel,it was good I guess. Not my favorite though. ‎🤠,really liked it
185,5,Jack,Decent A classic work by a classic author I read it mostly to say that I had. It’s an interesting read regardless but can be bit tedious at time. ,liked it
186,6,Jung Edda,This is basically The Prince but possibly worse.,really liked it
187,7,Wasem,"Apart from the chapter about warrior casts and units , the whole book is applicable to modern state of mind, society and politics Wonderful analysis of child education at different stages of life",it was amazing
188,8,Khalil,exited,NONE
189,9,Rai,"Clear and thoughtful rebuttal to Republic, but because Politics didn't have a cool mythological story at the end it lost 2 stars.
...more
",liked it
190,10,Vicky,A very subtle treatise for the times Aristotle was living. Maybe not so valid and applicable today but the book does give a hint into the life of the ancient world. ,liked it
191,11,Rifat Islam,"interesting part on natural vs unnatural slavery; aristotle sanctions natural slavery but doesn't believe that all slaves of his time are considered that
...more
",it was amazing
192,12,David,Words cannot adequately describe this work and its author. I will simply say that it is amazing that in ~334 BC he was able to lay down precepts that are applicable to the present day. ,it was amazing
193,13,Linda,not as good as ethics tbh,really liked it
194,14,Jordyn Smith,"I realize this book is an important classic and worthy of detailed analysis, but it is a very dry read. Perhaps a different translation would have been better suited for me.",it was ok
195,15,ABDUL AHAS,politics,liked it
196,16,itsyaboisanti,8/10 better than the republic by miles and a lot of ideas that i can tell influenced great philosophers down the line,really liked it
197,17,James Treweeke,Classic Aristotle,liked it
198,18,Brayden Dunstone,"Loved, kicked off a general Aristotelian journey that I will undergo, kinda boring until book 3, KICKED OFF in book 4, commentaries on democracies and virtues rather interesting to me",it was amazing
199,19,Samanta,Better than Plato “Republic” for sure. And i like how he’s criticising Plato.I like how Aristotle explains his ideas. Interesting book.,really liked it
200,20,Zezo Sherif,Now you can see why only those interested in political theory return to this book And why Man is a political animal.,it was amazing
201,21,Janice Feng,Truly boring...,NONE
202,22,Ehsan Khan,Give awarness about politics,really liked it
203,23,Clara Troltenier ,I had to read for Introduction to Political Thought. ,it was amazing
204,24,Tobias Weiss,One of the greatest literary work of all time. It is fascinating that it was written 2400 year ago.,NONE
205,25,Audioiter,Nightmare to read.,NONE
206,26,Grace,Book I and excerpts of III,NONE
207,27,Cameron,boooooring,it was ok
208,28,Robert,A better understanding of politics.,it was amazing
209,29,Zack Hodges,great read,it was amazing
210,0,Plato,"Fuck Aristotle. More like Aritotle Douche.Bitch ass mother fucker can't comprehend multiple existences. 
...more
",did not like it
211,1,Gabriel Bethune,Took ages.,NONE
212,2,Yair Atlas,Would probably have given five stars if not for the support of slavery.,really liked it
213,3,K. A.,Thus rose Delivion.,it was amazing
214,4,lauryn,for school,it was ok
215,5,Prince Lenard,i want to discover it ,it was amazing
216,6,Jack Lonergan,"I love Aristotle, probably my favorite of the old Greek school.",it was amazing
217,7,Hugo Smith,"I found it easier to read than Republic, but it's also more conventional.
...more
",really liked it
218,8,vicky,horrible,NONE
219,9,Randy,Really good book,it was amazing
220,10,Martina,A well written book. Enjoyed reading it.,really liked it
221,11,Arch,A well written book. Enjoyed reading it.,really liked it
222,12,Keon,A well written book. Enjoyed reading it.,really liked it
223,13,Sarina,A well written book. Enjoyed reading it.,really liked it
224,14,Colin,A well written book. Enjoyed reading it.,really liked it
225,15,Forrest,A well written book. Enjoyed reading it.,really liked it
226,16,Marlin,A well written book. Enjoyed reading it.,really liked it
227,17,Ethel,A well written book. Enjoyed reading it.,really liked it
228,18,Frederic,A well written book. Enjoyed reading it.,really liked it
229,19,Rainier Moreno-Lacalle,Timeless,it was amazing
230,20,Jacob,"Yes, I..... actually read this for some reason",NONE
231,21,Ro M,I have to say that it was clearer to read and understand than Plato. So it was somewhat interesting. (Still not a fan),liked it
232,22,Andy Bintoro,"Very interesting, more on government rather than politics. A classic writing.",really liked it
233,23,Marcel Schwarz,Timeless classic. Still very important topics these days.,really liked it
234,24,Keldorn Sahin,"Aristotle, maybe because he was son to a medic, is very good at analysing and dissecting.",it was amazing
235,25,Benjamin,classic reading on ancient constitutions and govts. very insightful and still relevant.,it was amazing
236,26,Elvira Gadzhieva,I have read and found similarities with the heads of state over the past hundred years. Amazing. I recommend it.,it was amazing
237,27,Christine,i had to read this for my poli sci class😄 ,it was ok
238,28,Elizabeth Loea,why,did not like it
239,29,Adi,"I'll decide once I finish this if Aristotle actually managed to be less coherent + logical than Plato. It's impressive, but I believe he can do it.
...more
",did not like it
240,0,Sally,"It was wonderful to discover these ancient questions and explorations and to push my mind to think harder. It's amazing that they feel so fresh and relevant today. An excellent read.
...more
",it was amazing
241,1,Nadiya Bilous,As big as only can be ! ,it was amazing
242,2,Kenny,I read this book just to understand his theory of constitutions which was interesting but most interesting was his theory of the natural slave and the natural free man.,really liked it
243,3,David,Nice to go back and read the sources. ,it was amazing
244,4,Joshua,i hate this degree,NONE
245,5,Ali Modami,One of the greatest literary works of all time. His ideas helped shaping one of the most important chapters in my book.,it was amazing
246,6,Elnora,A well written book. Enjoyed reading it.,really liked it
247,7,Candido,A well written book. Enjoyed reading it.,really liked it
248,8,Cristal,A well written book. Enjoyed reading it.,really liked it
249,9,Antwon,A well written book. Enjoyed reading it.,really liked it
250,10,Ahmed Mourad,"I just can't stop thinking of Aristotle as the man who thought people were born naturaly slave and women have no rights.
...more
",it was ok
251,11,Michael Rabara,"A much more realistic view of politics and government. Aside from the long-winded verbiage, it all boils down to a diagram of six-points from best-to-worst starting from a monarchy, aristocracy and a republic; the perversion of each as absolutes. Today, as with all world governments, ours is a collection of most, good and bad. The virtue of justice to the corruption of power.Aristotle, a naturalized Athenian and Alexander the Great's teacher, shames Plato and Socrates idealized form of Utopian Greece, and how human nature always leads to self-centered goals.
...more
",really liked it
252,12,Mina,"Succinct and to the point, with many examples and comparisons from that day: Athens, Spartans (also referred to as Lacedemonians), Carthage, interesting for both their descriptive quality and for Aristotle's analysis. The creative element of his philosophy is lacking, inasmuch as the his take ruler/ruled duality is fairly just-go-with-it, but compared to other similar works, the direct style and the conclusions are incisive and refreshing.For voluteering to read the free Librivox audiobook edition, many thanks to ontheroad, Doug Wetzel, 	Lucy Burgoyne, Laura Caldwell, Jennifer, Sibella Denton, 	Anna Simon, Leon Mire and 	Robert Scott.
...more
",it was amazing
253,13,Edmond,"There is Plato and then there is Aristotle in philosophy. Aristotle clarifies questions I have had about the “good life.” Virtue is happiness. Aristotle is a good life coach, he gives the best advice on how to live the good life. Virtue is happiness, vice is misery, stay true to your nature.",it was amazing
254,14,Mapapa,That book was great.,it was amazing
255,15,hailey song$,"Was happy to learn more from Aristotle, but some points he made in refute of Plato’s idealistic view was frankly a bit weak. I found myself questioning him often, as some points I agreed and others becoming a red flag. He advocates for a seemingly “realistic city” in which the idea of the rich staying in power and keeping the master-slave relation alive is the ideal solution— uhm...and was there truly ever a sense of democracy in his words??",liked it
256,16,M. Ashraf,"This was a very dense piece on politics and it's fascinating that this book was written this long ago.I've read ""The Republic"" by Plato and in comparison between the two this was more reasonable than the first and then The republic wasn't that much on comparing government rather than building the perfect model he talked briefly about the forms of government around him , but this was more intense in classifying them talking about each form separately and then comparing them , finally trying to figure the best form it was great.The only point that I favorite ""The Republic"" over ""Politics"" is the view of Socrates to the women , the slaves , the marriage and the labor class.Beside that the ""Politics"" is my favorite in every other aspect , more reasonable but not a visionary , he stated facts , some historical incident around him , he didn't give much his direct view on the best form of government.As ""The Republic"" came first , there was lots of remarking on ""The Republic"" and it wasn't the usual critic rather than an attack on each point he thought it was a flaw in it.Between the Two Plato or Aristotle both were geniuses and I'm going to read ""The Law"" and ""The Ethics"" and continue Socrates dialogues :)Some of points I liked :-Man is by nature a political animal.A constitution is the organization of offices in a state, and determines what is to be the governing body, and what is the end of each community. But laws are not to be confounded with the principles of the constitution; they are the rules according to which the magistrates should administer the state, and proceed against offenders.The demagogues make the decrees of the people override the laws, by referring all things to the popular assembly. And therefore they grow great, because the people have an things in their hands, and they hold in their hands the votes of the people, who are too ready to listen to them. Further, those who have any complaint to bring against the magistrates say, 'Let the people be judges'; the people are too happy to accept the invitation; and so the authority of every office is undermined. Such a democracy is fairly open to the objection that it is not a constitution at all; for where the laws have no authority, there is no constitution. The law ought to be supreme over all, and the magistracies should judge of particulars, and only this should be considered a constitution.The happy life is the life according to virtue lived without impediment, and that virtue is a mean, then the life which is in a mean, and in a mean attainable by every one, must be the best.The best political community is formed by citizens of the middle class, and that those states are likely to be well-administered in which the middle class is large, and stronger if possible than both the other classes, or at any rate than either singly; for the addition of the middle class turns the scale, and prevents either of the extremes from being dominant.Those who think that all virtue is to be found in their own party principles push matters to extremes; they do not consider that disproportion destroys a state.Every man should be responsible to others, nor should any one be allowed to do just as he pleases; for where absolute freedom is allowed, there is nothing to restrain the evil which is inherent in every man. But the principle of responsibility secures that which is the greatest good in states; the right persons rule and are prevented from doing wrong, and the people have their due. It is evident that this is the best kind of democracy. 
...more
",really liked it
257,17,Danny Hunt,"I mean, he lived 3,000 years ago, let's cut his ""slavery is a construct formed from mankind's nature,"" ""women are dumb lol,"" etc. musings some slack. If you look at this book for his arguments on the structure of various types of government, it's a pretty great read.
...more
",it was amazing
258,18,Nowe Ruckte,"Aristotle makes many strong statements about what politics are supposed to be, based on the democracy in his own country. They were very interesting and very thought provoking.",it was amazing
259,19,Blake Moore,"Need to read again- at every new stage of my life. Very good, still relevant. A book full of life analysis, jam packed with quote after quote of life wisdom. Dense, yet playfully witty and fun. Aristotle does it again...",it was amazing
260,20,Misha,"Interesting ideas, but mind-numbingly boring at times.",it was ok
261,21,Nghĩa Nguyễn,"This book is awsome, make me feel better about wise, meditation and relax. I was suprised because of more than 2000 tears, it's still valuable for who research the world's politic.
...more
",it was amazing
262,22,E.C.,"The shocking revelation of Aristotle's Politics is that it stands as a near perfect mirror of modern society's political discourse. Aristotle first addresses the definitions of various forms of governments (tyrannies, oligarchies, democracies, etc.), then lays out the possible intentions and purposes of government, and describes their suitability to specific city-states in existence in the 300s BC. In this way, he balances theory with reality, and acknowledges the imperfections of all forms of government in relation to their creators and enforcers, be they leaders, royalty or the masses. A great deal of Politics refers to civic duty, and the final chapters delve into citizenry and education. It's altogether surprising that the final few pages are devoted entirely to music, what kind of music a citizen should learn and listen to, what instruments should be studied, how bold the music should be, etc. (Note that Politics is likely an incomplete work, so perhaps Aristotle intended to round out his discourse with a more appropriate ending than ""The Power of Music,"" although I found it refreshing and ripe with opportunity to infer deeper meaning.) It would be deceptively easy to dismiss Politics as obsolete based purely on his treatment of women and slaves (both are essentially property; they serve a purpose, but that purpose is hardly representative of modern, individualist values.) In reading past the bigotry, there is an amazing, constant revelation in this treatise: civilization continues to ask the same questions, turn up the same answers, make the same mistakes, and grow incredibly slowly, if at all. In the arena of politics, we (global ""we"") are fundamentally no different today than we were thousands of years ago. The question that Aristotle's Politics then answers is not ""what is the best form of government"" but ""what government should each citizenry live with?"" Given America's constant assertion that democracy is best, this book stokes the debate by suggesting that democracy may be best for us, based on our self-defined values, but is it necessarily best for everyone? Further, using Aristotle's unemotional, unbiased definitions, it's clear that America isn't actually a democracy at all. We are therefore advocating a system of government for other countries that we ourselves cannot uphold. Anyone with a desire to understand America's current turmoil without emotional rhetoric muddying the water will enjoy this book. It's written with elegant simplicity and is accessible to the widest spectrum of readers.
...more
",it was amazing
263,23,Laura,"I studied this in a class in college. I found some of the ideas presented in it deeply troubling, especially when I considered the name of Aristotle which has been thrown about as a kind of father of modern thought and the touchstone of the modern embodiment of democracy. I found it strange to consider the idea of women and slave-men as lesser beings than the intellectual man idealised in this text. The way it was presented to us was just as points to consider, to hold in the context of a debate and I found myself asking the question, as a woman, is there a case for this? (Point to note: the lecturer was also a woman). It kind of made me think that its no wonder that some people hold the views they do in our society. It also made me think of the way some people are looked down upon as lesser because they do not have x,y,z type of education and how manual labour can be handed off to those least able to refuse it, not necessarily those who are least intelligent. It kind of suggested to me a power imbalance and the danger of taking your own perspective too seriously and identifying too strongly with your own gender or those of a similar background to you. I suppose it was an enlightening book to read in a way because it made me ask; what are the ways that I do this and not even realise it? I suppose the difficult part was seeing the logic of some of his arguments but being unhappy with the conclusion he came to. I almost felt complicit in this worldview because I was listening as part of a class and rather than outright rejection of these notions, we were looking to see the message behind them or what they could infer in our modern age. I only took this class as a single module so I don't have in depth knowledge of political texts to compare this to but I could all too readily see the biases inherent in this form of reasoning in the business world, which is where my specialisation was. I guess it did make me re-evaluate my perspective but more in terms of turning away from what he was proposing rather than towards it. I felt that if a collective is not mindful of all the individuals that make it up, then it is a dictatorship by default with scope for limited freedom within those lines. So, overall, it was not what I had anticipated. 
...more
",did not like it
264,24,Brian Schiebout,"Politics by Aristotle and translated into English by Benjamin Jowett is an ancient book about political science. Aristotle truly believed that politics was a science which could be understood in the same way as anatomy or physics. Because of that he wrote this book to help people create a better more stable state. He starts by explaining the way in which a household is like a miniature state and explaining the rules which must be put into place regarding women, children and slaves all of which he seen as less than fully functional beings. After dealing with this he begins his description of the different types of states which he divides into six main primary forms. The first three which he would describe as proper states are monarchy, aristocracy and constitutional government. After that he describes the three corrupted forms as tyranny, oligarchy , and democracy. Monarchy is when one person who is the best in the state rules under the law for the sake of his citizens. This government though is often corrupted into tyranny where one person through strength holds his equals or betters below himself for his own benefit. Aristocracy is when the people who are above average join together to wisely run the state so that it might prosper. Often though it degrades into oligarchy where the power is all in the hands of a few who use the power to try maintain their position. Constitutional government is when people willingly submit to wise laws which are put together to help the state. Democracy is its corrupted form where the poor and the lesser people hold all the power and the better people are ostracized. After explaining these different states he goes on to show how each form of government can be transformed through revolution into another and how a wise leadership group will encourage stability in their state so their government is not overthrown. The final section of the book details his description of a perfect state and how the children should be educated. Overall a good book which is formative in its field of study.
...more
",really liked it
265,25,Graham Cammock,"Aristotle's Politics is a masterpiece, he starts off talking about how a city (polis) is a compound, with the parts or elements consisting of the household, the village and then the city. A city is a political association or 'sharing', with the end goal of the city being the good life or having the leisure time to engage in politics. Not all people can attain the good life, in order for some people to attain it, some people have to do the menial or degrading tasks, such as slaves, mechanics and manual labourers. He describes how household management consists of the master-slave, husband-wife, or father-children relationships, which correspond to how rulers of the city relate to their subjects. Aristotle discusses constitutions at length, which is how the various political offices of a city are organised. Constitutions are grouped in to two corresponding groups of right and perverted: kingship, aristocracy and 'constitutional government' against tyranny, oligarchy and democracy. Although oligarchy and democracy are classified as perverted constitutions, these are the constitutions Aristotle spends most of the book talking about. He then discusses how the various constitutions are destroyed through factional fighting and how they are best preserved. Aristotle explores every possibility or combination in order I suspect to avoid criticism; he leaves no stone unturned. He then goes on to describe how children should be educated by the city and not privately, in reading and writing, drawing, gymnastics and music. The last chapter is devoted to music education. The work is deep and technical, it's amazing how advanced the Greek philosophers were in the 4th century BC, as compared to the not so much earlier biblical writers of Israel. The analysis of the politics of the city (polis) is a universal example or analogy of the workings of any modern state. One really gains confidence in statecraft and politics, even when applied to large modern states. The translators notes are also imperative. I highly recommend this book to anyone!
...more
",it was amazing
266,26,Oscar Despard,"Aristotle’s ‘Politics’ is a fascinating read. For the most part, this book discusses different ways in which states may be constructed. Arguments for and against each form of constitution are presented, and the defects of the reasoning used to justify each are displayed to the reader. Aristotle's ideas, coming as they do from a different era, are different and thought-provoking. Calling democracy a ‘deviated’ constitution is unthinkable today, but it is a possibility that is worth exploring. Just one instance of the intriguing ideas raised in this book is Aristotle’s view that democracy may (in the situation where the people, under the control of a demagogue, are allowed to rule by decree against the rich) be tantamount to tyranny (the demagogue being able to control popular opinion). This seems hugely relevant to the populist wave sweeping over the political world at the moment.‘The Politics’ was not written as a single volume; it was compiled from several sets of Aristotle’s notes, and is therefore somewhat disjointed in places. However, thanks to the way it has been presented, it is a remarkably easy read. Brief introductions to each chapter sum up the main points before the reader even begins, which allows for a pleasant experience even if (like me) you have no prior knowledge of Greek history or political theory. This book is not perfect; Book I in particular is devoted largely to muddled justifications of slavery and misogyny. However, on the whole, this book gives an insight into so many different aspects of the political issues we discuss today, from underlining the importance of private property ownership to the dangers inherent in democracy that it is impossible not to recommend it. It is absorbing, thought-provoking and interesting, and is well worth a read.
...more
",it was amazing
267,27,Bob Nichols,"Aristotle's Politics is a continuation of his central theme in the Ethics. Man's distinctive feature is his rationality and rational guidance - generally the mean in behavioral expression - is virtuous behavior resulting in the Supreme Good, happiness. The state's role is to support the development and maintenance of this virtuous individual, which includes the rule over those who are not capable of ruling themselves (slaves). Aristotle places great stock in rationality and has created an ideal man that seems to have dominated much of Western philosophy. It's not that rational control of the passions are not important. Rather, it's that the ability of rationality to control (moderate according to the mean) emotions (passions, need) that is in question. Then the task is to move beyond the development of rational man, and toward designing a government and moral system to deal with this darker reality, which, if human history is our guide (Durant), must be entertained. Aristole notes in passing that a most common source of injustice is insult. Insult, along with anger, revenge, fear, contempt and hatred are ancient, pre-rational forms of behavior that lie just beneath, if not pervade, civility, that drive behavior and are so often beyond the reach of rational control. Minimizing these influences among the ruling elements in society is the book's' weakspot. Aristotle's regard for natural slavery is a bit much as is his claim about the superiority of Hellenic civilization as compared to Europe and China that depart from the Hellenic mean. This should caution those who look to Aristole as a source of universal truth. Having said all of this, his vast collection and organization of all things related to the government of his times is very impressive. 
...more
",liked it
268,28,Manda,"Nomadic SA Chick Book ReviewSummaryWhat motivates man? In this collection of Aristotle works, he examines the heart of political science. He examines different forms of government to determine what might be the best for a society, and how that society can create happiness and harmony for its citizens. Though published a very, VERY long time ago, this is still and standard in any political science program.ReviewThere is not a whole lot to say about this book. It's a collection of Aristotle's writings on political science. Some of it is well known, and some of it hasn't seen the light of day in a very long time. Most of these pieces I had read previously during my masters program a couple of years ago. It's good quality stuff that still holds true today (mostly). I think it is important that we always have these to look back on, and to learn from. A lot of it is a bit dry, but that's mainly due to the writing style of the time these were written. Some are a little boring, but there are just as many, if not more that are exciting and engaging, though that could just be my inner poli sci nerd rearing her little head. I recommend this if you want to learn something more about politics and the pseudo-history of it, or you're just curious about some of Aristotle's works. This won't be a gripping page turner, but it is very informational.Rankings (based on a 10 point scale)Quality of Writing - 8Pace - 5Plot Development - 5Characters - 5Enjoyability - 6Insightfulness - 7Ease of Reading - 6Photos/Illustrations - N/AOverall Score - 3 out of 5 stars
...more
",liked it
269,29,Mohammad Ali Abedi,"""A master is only the master of the slave, but no part of him; but the slave is not only the slave of the master, but nothing else but that.""The problem with today’s western world can be directly linked to their ancient philosophy. Sure, they might be proud of it, but in it, there is no real beauty, no love of life, no spirituality, not in terms of religion, but in terms of something more important.Aristotle’s thesis on politics is not only cold and emotionless (and frankly, boring), it’s also unchanged for the mentality of today’s western method of politics. I’m not saying that Aristotle has influenced politics greatly, because to be honest, I don’t see Aristotle as a unique voice in his time, but basically just a voice of not only his time, but his people. Aristotle seems to basically be talking about how politics were fun at that time and his support of it, and by extension, not much has changed since then.""He who proposes to make that inquiry which is necessary concerning what government is best, ought first to determine what manner of living is most eligible; for while this remains uncertain it will also be equally uncertain what government is best: for, provided no unexpected accidents interfere, it is highly probable, that those who enjoy the best government will live the most happily according to their circumstances; he ought, therefore, first to know what manner of life is most desirable for all; and afterwards whether this life is the same to the man and the citizen, or different.""
...more
",it was ok
270,0,Reece,"It is boring, often incoherent (which I am learning is a theme of Aristotle's works as I trudge through the equally meandering 'Nicomachean Ethics'), and serves to better historically gauge political theory of antiquity and political structure of antiquity than to actually translate relevant ideas to the modern reader. Defenses of patriarchal structure, slavery, and the like are some of the foundational arguments lied down in the book; it also leads from the NE's position on what eudaimonia is and how it can be achieved, with respect to achieving this in a political city-state. This is problematic (for me) because Aristotle's arguments in 'Nicomachean Ethics' wind around countless presumptions, contradictions, and pretensions. This means that my foundation for 'Politics' already sucks and leaves the entering reader cynical, that is, if they critically read through the Ethics. His dogma is irritating to no end to boot.I also don't care much about the discourse surrounding the original texts being lecture notes vs actual books, etc, when reviewing this. I take it into context, but context does not necessarily dictate quality for me. It is frustrating, boring, and ridiculous. But at least you have read another Aristotle book and are that much closer to being in on the ""great conversation"" of philosophy, or whatever some pretensious university cuck might call it.I recommend passing by this shitshow. There are a lot of greater books to read, and better ways to spend your time. 
...more
",it was ok
271,1,Toby,"The Politics is on the face of it a sequel to the Nichomachean ethics - at least the final chapter of the latter work sets up the Politics as the ethical outworking of Aristotle's philosophy. The Politics is not such a neat work as Ethics, tailing off slightly unsatisfactorily with a discussion about the place of music in education and spending rather too long examining different kinds of ancient Greek constitution. Even so, it rightly sits at along with Plato's Republic as the cornerstone of Western political thinking.Reading this made me wonder what Aristotle would make of Twenty-First Century British politics. Broadly, British political life fits in with his idea of a democratic-oligarchic mix with the people having a vote but the ""governing class"" effectively making laws. I think that he would be appalled at the idea of a referendum - probably rightly so given the poor quality of the debate over the EU - and he would have been disturbed at the growing inequality in society which he felt pulled societies apart.His comments on education seem rather more to the point. When discussing the place of art in education: both for an appreciation of beauty and for commercial advantage he notes ""to be constantly asking 'what use is it?' is unbecoming to those of great soul (megalopsuchos) and unworthy of free men."" May the government take note.
...more
",liked it
272,2,Hershel Shipman,"Well this is a fundamental political/philosophy book. Aristotle is equivalently wrong on several accounts but on many others I find myself agreeing with him.Some of the things I found to be wrong are: Some people being more slavie than others. Women being unequal to men, his idea's that the Greeks were superior to everyone around them, and his utter fascination with monarchies. However, some of this comments on how the best possible scenario for a state is to have a middle class larger than either its upper or lower were spot on. His comments on having a varied and liberal education as being important to being a good citizen applies today. His view that music should be one of the foundational parts of a person's education is one I agree with in totality. Also the fact that being a good citizen and a good person have little to do with each other.I will probably reread this book again after I devour more philosophy, history, and ancient Greek literature.Also Aristotle should have avoided doing any amount of writings on science. He failed horrible, thought of it as a though experiment and in generial, his ideas, along with Ptolemy's caused many hurdles in advancement of knowledge, but I should leave this rant for another of his books...
...more
",really liked it
273,3,Al Maki,"Reading it I was struck that he was talking about a world in which the ultimate authorities over your life not only had faces that you yourself saw regularly, perhaps daily but might even be you yourself! No “market forces” no “movements”: no “experts” but people you knew and spoke to. It’s strange that I find that strange, yet having been through a national election only three days ago, I find his assumption completely foreign. Of the people I know I’m the only one who actually spoke with a candidate, we’re all too busy doing more important things than governing ourselves!In his world it made sense to think the purpose of government is to create a venue in which people can act personally to lead a good life and that for government to do otherwise would be perverse. So unfortunately, I don’t find him applicable to the world I find myself in.As to the style, I found it too succinct to be convincing, too much a catalogue. His logic could be very good at times but often relied on unstated assumptions from a world long gone.
...more
",NONE
